Category,Message,Sent_Date,Sent_Time,Source_IP,Source_Location
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,2025-08-13,02:59:34,192.168.194.96,"('Malaysia', 'Kuala Lumpur')"
ham,Aight ill get on fb in a couple minutes,2025-09-17,02:21:15,192.168.91.187,"('Malaysia', 'Selangor')"
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,2025-09-08,03:40:32,203.0.113.217,"('Malaysia', 'Selangor')"
ham,Where can download clear movies. Dvd copies.,2025-08-01,04:53:00,203.0.113.18,"('Malaysia', 'Selangor')"
ham,"Yep, by the pretty sculpture",2025-09-07,05:24:07,10.0.242.165,"('Malaysia', 'Selangor')"
ham,Convey my regards to him,2025-09-18,00:01:12,124.13.230.109,"('Thailand', 'Bangkok')"
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,2025-08-07,04:22:39,203.0.113.98,"('Malaysia', 'Kuala Lumpur')"
ham,You tell what happen dont behave like this to me. Ok no need to say,2025-08-26,02:37:10,124.13.199.209,"('Netherlands', 'North Holland')"
ham,Can u get pic msgs to your phone?,2025-07-06,05:27:38,172.16.186.194,"('Malaysia', 'Selangor')"
ham,Send to someone else :-),2025-07-14,02:52:54,192.168.197.248,"('Malaysia', 'Kuala Lumpur')"
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,2025-09-09,00:24:29,172.16.21.204,"('Indonesia', 'DKI Jakarta')"
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,2025-08-11,01:47:42,203.0.113.164,"('Malaysia', 'Kuala Lumpur')"
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",2025-08-25,00:53:00,10.0.53.168,"('Singapore', 'Central')"
ham,I don't think he has spatula hands!,2025-08-05,01:26:53,172.16.147.113,"('Malaysia', 'Selangor')"
ham,You can never do NOTHING,2025-09-18,01:47:57,192.168.200.15,"('Thailand', 'Bangkok')"
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,2025-09-25,09:02:46,37.120.165.51,"('Germany', 'Hesse')"
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,2025-08-09,03:38:19,124.13.74.158,"('Malaysia', 'Selangor')"
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,2025-09-16,16:01:06,5.188.71.142,"('Hong Kong', 'Hong Kong')"
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,2025-08-04,01:27:30,10.0.66.180,"('Singapore', 'Central')"
ham,Where r we meeting?,2025-09-11,00:41:09,192.168.245.145,"('Indonesia', 'DKI Jakarta')"
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",2025-08-20,05:45:00,172.16.63.57,"('Indonesia', 'DKI Jakarta')"
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,2025-09-01,05:31:43,10.0.137.173,"('Thailand', 'Bangkok')"
ham,Ryder unsold.now gibbs.,2025-09-23,01:16:30,124.13.108.190,"('Thailand', 'Bangkok')"
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,2025-09-18,17:29:27,37.120.179.186,"('Germany', 'Hesse')"
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,2025-08-01,01:31:13,203.0.113.86,"('United States', 'Virginia')"
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,2025-09-05,05:33:01,10.0.214.91,"('Singapore', 'Central')"
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,2025-08-20,05:18:39,172.16.163.67,"('Netherlands', 'North Holland')"
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,2025-08-17,00:12:29,203.0.113.188,"('Malaysia', 'Selangor')"
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",2025-08-01,03:12:12,203.0.113.86,"('Singapore', 'Central')"
ham,Black shirt n blue jeans... I thk i c ü...,2025-08-25,03:15:29,124.13.46.150,"('Hong Kong', 'Hong Kong')"
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,2025-07-24,02:41:35,203.0.113.169,"('Thailand', 'Bangkok')"
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,2025-07-23,13:23:54,185.220.100.46,"('United States', 'Virginia')"
ham,on hen night. Going with a swing,2025-08-11,00:04:27,172.16.130.159,"('Singapore', 'Central')"
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",2025-08-29,03:47:18,172.16.117.186,"('Malaysia', 'Kuala Lumpur')"
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,2025-09-28,02:46:26,198.51.100.181,"('Malaysia', 'Kuala Lumpur')"
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),2025-08-23,00:35:57,10.0.173.175,"('Singapore', 'Central')"
ham,S s..first time..dhoni rocks...,2025-07-12,03:10:40,124.13.230.64,"('Netherlands', 'North Holland')"
ham,Ok ill tell the company,2025-09-28,01:00:24,10.0.151.95,"('Malaysia', 'Selangor')"
ham,"Awesome, think we can get an 8th at usf some time tonight?",2025-07-31,02:56:14,10.0.68.118,"('Hong Kong', 'Hong Kong')"
ham,So that means you still think of teju,2025-08-08,05:02:40,5.188.127.26,"('Indonesia', 'DKI Jakarta')"
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",2025-09-01,03:30:11,192.168.68.195,"('Malaysia', 'Kuala Lumpur')"
ham,No no:)this is kallis home ground.amla home town is durban:),2025-08-16,01:04:12,192.168.119.21,"('Malaysia', 'Selangor')"
ham,So lets make it saturday or monday as per convenience.,2025-09-29,04:36:06,10.0.45.125,"('Malaysia', 'Selangor')"
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,2025-07-05,05:05:21,124.13.51.31,"('Thailand', 'Bangkok')"
spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301.",2025-09-27,13:58:57,5.188.162.243,"('United States', 'Virginia')"
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,2025-09-19,00:32:16,124.13.101.220,"('Thailand', 'Bangkok')"
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",2025-07-15,17:55:17,185.220.100.85,"('Hong Kong', 'Hong Kong')"
ham,Cancel cheyyamo?and get some money back?,2025-09-24,00:35:03,198.51.100.255,"('Thailand', 'Bangkok')"
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,2025-08-21,18:04:06,37.120.81.29,"('United States', 'Virginia')"
ham,Ok.ok ok..then..whats ur todays plan,2025-07-19,01:42:48,172.16.172.41,"('Singapore', 'Central')"
ham,Good morning princess! How are you?,2025-08-24,03:37:39,203.0.113.232,"('Malaysia', 'Selangor')"
ham,Aiyar sorry lor forgot 2 tell u...,2025-07-29,01:17:46,172.16.124.6,"('Singapore', 'Central')"
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,2025-08-06,13:51:52,37.120.74.144,"('United States', 'Virginia')"
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way.,2025-09-11,02:51:59,172.16.71.2,"('Thailand', 'Bangkok')"
ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",2025-07-05,04:56:28,124.13.255.176,"('Malaysia', 'Kuala Lumpur')"
spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,2025-08-12,12:37:43,37.120.177.142,"('United States', 'Virginia')"
ham,"So check your errors and if you had difficulties, do correction.",2025-07-22,01:08:29,203.0.113.123,"('Indonesia', 'DKI Jakarta')"
ham,Howz pain?hope u r fine..,2025-08-28,02:28:53,10.0.16.246,"('Romania', 'Bucharest')"
ham,"Sorry, I'll call later",2025-07-13,04:18:49,192.168.122.193,"('Indonesia', 'DKI Jakarta')"
ham,Good morning princess! How are you?,2025-07-28,05:06:07,5.188.250.100,"('Singapore', 'Central')"
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",2025-07-07,03:48:44,192.168.235.162,"('Thailand', 'Bangkok')"
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,2025-08-09,03:19:36,203.0.113.178,"('Malaysia', 'Kuala Lumpur')"
ham,K do I need a login or anything,2025-09-11,00:28:15,192.168.146.9,"('Malaysia', 'Selangor')"
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,2025-08-04,13:27:36,198.51.100.170,"('Romania', 'Bucharest')"
ham,LOL ... No just was busy,2025-07-16,05:42:25,203.0.113.38,"('Thailand', 'Bangkok')"
ham,What * u wearing?,2025-09-29,05:12:21,203.0.113.251,"('Singapore', 'Central')"
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,2025-08-19,04:56:27,192.168.66.30,"('Malaysia', 'Kuala Lumpur')"
ham,Oh:)as usual vijay film or its different?,2025-08-26,05:26:07,172.16.135.4,"('Singapore', 'Central')"
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,2025-07-05,13:05:17,37.120.202.181,"('United States', 'Virginia')"
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,2025-08-12,01:42:01,172.16.11.30,"('Thailand', 'Bangkok')"
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,2025-08-29,00:11:13,124.13.32.41,"('Malaysia', 'Kuala Lumpur')"
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,2025-07-09,01:32:50,203.0.113.141,"('Singapore', 'Central')"
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",2025-09-30,18:51:25,198.51.100.22,"('Romania', 'Bucharest')"
ham,Babe ? I lost you ... :-(,2025-08-23,05:34:24,10.0.216.200,"('Thailand', 'Bangkok')"
ham,Ok... Help me ask if she's working tmr a not?,2025-08-30,05:41:29,172.16.150.30,"('Thailand', 'Bangkok')"
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,2025-08-28,00:00:26,10.0.102.43,"('Singapore', 'Central')"
ham,Not a drop in the tank,2025-07-03,02:40:05,172.16.173.37,"('Thailand', 'Bangkok')"
ham,(That said can you text him one more time?),2025-09-19,02:04:30,172.16.42.250,"('Indonesia', 'DKI Jakarta')"
ham,"Sorry, I'll call later",2025-08-26,04:50:29,192.168.71.227,"('Singapore', 'Central')"
ham,Ok i go change also...,2025-09-26,02:35:33,10.0.124.215,"('Indonesia', 'DKI Jakarta')"
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),2025-07-04,14:25:20,198.51.100.101,"('Hong Kong', 'Hong Kong')"
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,2025-08-04,01:55:36,10.0.102.78,"('Malaysia', 'Kuala Lumpur')"
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",2025-09-08,01:14:36,124.13.21.134,"('Thailand', 'Bangkok')"
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,2025-09-26,05:30:52,124.13.140.152,"('Netherlands', 'North Holland')"
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,2025-08-03,00:46:03,172.16.55.251,"('Thailand', 'Bangkok')"
ham,Hey! There's veggie pizza... :/,2025-08-03,04:13:56,124.13.86.144,"('Germany', 'Hesse')"
ham,Yun buying... But school got offer 2000 plus only...,2025-07-20,01:31:03,192.168.36.194,"('Malaysia', 'Selangor')"
ham,You sure your neighbors didnt pick it up,2025-08-08,02:56:42,172.16.95.144,"('Malaysia', 'Selangor')"
ham,K. I will sent it again,2025-08-16,01:42:21,5.188.107.112,"('Thailand', 'Bangkok')"
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,2025-07-30,15:48:21,198.51.100.90,"('Hong Kong', 'Hong Kong')"
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",2025-09-14,03:13:17,124.13.9.39,"('Netherlands', 'North Holland')"
ham,Well. Im computerless. Time to make some oreo truffles,2025-08-20,05:11:11,124.13.152.82,"('Malaysia', 'Kuala Lumpur')"
ham,"Haha yeah I see that now, be there in a sec",2025-07-21,00:12:28,192.168.190.5,"('Hong Kong', 'Hong Kong')"
ham,I am not having her number sir,2025-09-01,03:59:18,203.0.113.239,"('United States', 'Virginia')"
ham,Lol now I'm after that hot air balloon!,2025-09-08,03:08:01,192.168.224.40,"('Malaysia', 'Kuala Lumpur')"
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,2025-09-25,05:19:37,10.0.92.249,"('Singapore', 'Central')"
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,2025-08-08,03:22:15,124.13.139.100,"('Thailand', 'Bangkok')"
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",2025-07-03,05:01:21,172.16.129.141,"('Malaysia', 'Selangor')"
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",2025-07-11,17:01:16,37.120.67.86,"('Netherlands', 'North Holland')"
ham,Happy new years melody!,2025-09-10,00:37:18,185.220.100.67,"('Germany', 'Hesse')"
ham,Ü dun need to pick ur gf?,2025-07-17,00:08:08,192.168.155.44,"('Malaysia', 'Kuala Lumpur')"
ham,Yay! You better not have told that to 5 other girls either.,2025-09-12,03:04:36,124.13.175.168,"('Singapore', 'Central')"
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,2025-09-17,04:56:29,203.0.113.107,"('Indonesia', 'DKI Jakarta')"
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?",2025-08-25,04:35:25,37.120.204.216,"('Indonesia', 'DKI Jakarta')"
ham,Just nw i came to hme da..,2025-07-07,00:27:44,10.0.247.219,"('Singapore', 'Central')"
ham,"I'm outside islands, head towards hard rock and you'll run into me",2025-09-18,05:04:02,203.0.113.18,"('Indonesia', 'DKI Jakarta')"
ham,To day class is there are no class.,2025-09-09,04:40:43,192.168.243.106,"('Indonesia', 'DKI Jakarta')"
ham,I'm in chennai velachery:),2025-09-04,00:43:29,192.168.158.20,"('Thailand', 'Bangkok')"
ham,You flippin your shit yet?,2025-08-25,05:09:03,172.16.61.198,"('Thailand', 'Bangkok')"
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",2025-07-18,02:36:08,172.16.86.186,"('Singapore', 'Central')"
ham,Am i that much bad to avoid like this?,2025-08-02,02:32:00,192.168.181.136,"('Malaysia', 'Kuala Lumpur')"
ham,"Yo, you around? Just got my car back",2025-09-20,03:46:37,10.0.81.49,"('Malaysia', 'Selangor')"
ham,Annoying isn't it.,2025-07-15,04:10:32,192.168.99.169,"('United States', 'Virginia')"
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.",2025-08-28,02:12:12,10.0.123.227,"('Singapore', 'Central')"
ham,There's no point hangin on to mr not right if he's not makin u happy,2025-08-20,01:20:15,172.16.58.2,"('Thailand', 'Bangkok')"
ham,All will come alive.better correct any good looking figure there itself..,2025-08-13,05:30:30,203.0.113.189,"('United States', 'Virginia')"
ham,In that case I guess I'll see you at campus lodge,2025-09-14,03:17:28,10.0.115.58,"('Thailand', 'Bangkok')"
ham,We're done...,2025-07-07,03:17:04,172.16.204.211,"('Thailand', 'Bangkok')"
ham,Come to my home for one last time i wont do anything. Trust me.,2025-08-18,02:06:11,203.0.113.130,"('Malaysia', 'Selangor')"
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,2025-09-11,04:25:42,124.13.28.60,"('Malaysia', 'Kuala Lumpur')"
